power,7.3703
ancillari,5.8963
ev,5.8963
servic,4.4222
receiv,4.4222
electr,4.4222
capabl,2.9481
data,2.9481
particip,2.9481
grid,2.9481
base,2.9481
gener,2.9481
match,2.9481
batteri,2.9481
transact,2.9481
kr,1.4741
real,1.4741
time,1.4741
vehicl,1.4741
connect,1.4741
charg,1.4741
equip,1.4741
aggreg,1.4741
offer,1.4741
request,1.4741
entiti,1.4741
associ,1.4741
transfer,1.4741
paramet,1.4741
payment,1.4741
made,1.4741
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
power,7.3703
ev,5.8963
servic,4.4222
receiv,4.4222
electr,4.4222
ancillari,4.4222
capabl,2.9481
data,2.9481
particip,2.9481
grid,2.9481
base,2.9481
gener,2.9481
match,2.9481
batteri,2.9481
transact,2.9481
cn,1.4741
bancillari,1.4741
real,1.4741
time,1.4741
vehicl,1.4741
connect,1.4741
charg,1.4741
equip,1.4741
aggreg,1.4741
offer,1.4741
request,1.4741
entiti,1.4741
associ,1.4741
transfer,1.4741
paramet,1.4741
payment,1.4741
made,1.4741
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
power,7.3703
ev,5.8963
servic,4.4222
receiv,4.4222
electr,4.4222
ancillari,4.4222
capabl,2.9481
data,2.9481
particip,2.9481
grid,2.9481
base,2.9481
gener,2.9481
match,2.9481
batteri,2.9481
transact,2.9481
mumnp,1.4741
aancillari,1.4741
real,1.4741
time,1.4741
vehicl,1.4741
connect,1.4741
charg,1.4741
equip,1.4741
aggreg,1.4741
offer,1.4741
request,1.4741
entiti,1.4741
associ,1.4741
transfer,1.4741
paramet,1.4741
payment,1.4741
made,1.4741
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
jp,7.5043
aproblem,7.5043
solv,7.5043
estim,7.5043
consumpt,7.5043
energi,7.5043
rout,7.5043
interv,7.5043
object,7.5043
ev,7.5043
run,7.5043
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
rout,13.7579
interv,11.0063
ev,8.2548
consumpt,7.3376
energi,7.3376
object,4.586
estim,3.6688
data,3.6688
inform,2.7516
run,2.7516
relat,1.8344
portion,1.8344
similar,1.8344
basi,1.8344
differ,1.8344
select,1.8344
solut,0.9172
apparatu,0.9172
includ,0.9172
respect,0.9172
plural,0.9172
calcul,0.9172
use,0.9172
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
vacancy,0.0
